	f3bc810a-edc7-4412-9e09-006c0bcf2550
	tumor
KRTAP5-AS1	0.026881111
KRTAP6-1	0
KRTAP6-2	0
KRTAP6-3	0
KRTAP7-1	0
KRTAP8-1	0
KRTAP8-2P	0
KRTAP8-3P	0
KRTAP9-1	0
KRTAP9-10P	0
KRTAP9-11P	0
KRTAP9-12P	0
KRTAP9-2	0
KRTAP9-3	0
KRTAP9-4	0
KRTAP9-6	0
KRTAP9-7	0
KRTAP9-8	0
KRTAP9-9	0
KRTCAP2	7.928276511
KRTCAP3	10.95065168
KRTDAP	5.085694637
KSR1	0.847116446
KSR1P1	0
KSR2	0.021533982
KTI12	6.205631394
KTN1	10.40651222
KTN1-AS1	0.61365201
KXD1	13.34218948
KY	0.049929363
KYAT1	2.224805023
KYAT3	13.66670163
KYNU	1.289266934
KYNUP1	0
KYNUP2	0
KYNUP3	0
L1CAM	0.555471731
L1TD1	0.272931618
L29074.1	0
L2HGDH	1.122441695
L34079.1	0
L34079.2	0
L34079.3	0
L3HYPDH	1.633932706
L3MBTL1	0.059050804
L3MBTL2	4.392746816
L3MBTL3	1.869680338
L3MBTL4	0.900836371
L3MBTL4-AS1	0.436857499
LACC1	2.597424227
LACRT	0
LACTB	9.818812882
LACTB2	7.888373939
LACTB2-AS1	0.019275483
LACTBL1	0
LAD1	59.43013263
LAG3	12.16031597
LAGE3	13.4220019
LAGE3P1	0.054262076
LAIR1	8.522164658
LAIR2	1.486116459
LALBA	0.021060822
LAMA1	0.153883857
LAMA2	3.816880677
LAMA3	3.882519381
LAMA4	11.38548216
LAMA5	3.228872619
LAMA5-AS1	0.062308054
LAMB1	24.56898825
LAMB2	16.60316783
LAMB3	14.62719458
LAMB4	0.044919347
LAMC1	31.33670413
LAMC1-AS1	0.219313945
LAMC2	15.8989957
LAMC3	0.214418803
LAMP1	47.11661469
LAMP2	59.48824292
LAMP3	17.0749786
LAMP5	34.93138438
LAMP5-AS1	0.013621808
LAMTOR1	38.97829725
LAMTOR2	41.47630105
LAMTOR3	10.55236885
LAMTOR3P1	0
LAMTOR3P2	0
LAMTOR4	23.14277557
LAMTOR5	25.48199823
LAMTOR5-AS1	0.048838391
LAMTOR5P1	0
LANCL1	8.542672638
LANCL1-AS1	0.031509112
LANCL2	4.575303649
LANCL3	0.96910867
LAP3	54.22566271
LAP3P1	0
LAP3P2	0
LAPTM4A	320.5254716
LAPTM4B	29.99238253
LAPTM4BP1	0
LAPTM4BP2	0
LAPTM5	209.2043362
LARGE1	1.304909766
LARGE2	3.734972815
LARGE-AS1	0
LARGE-IT1	0
LARP1	18.37038378
LARP1B	1.893840276
LARP1BP1	0
LARP1BP2	0
LARP1BP3	0
LARP1P1	0
LARP4	4.956658732
LARP4B	4.405103241
LARP4P	0
LARP6	2.421061689
LARP7	9.436099328
LARP7P1	0
LARP7P2	0.21010276
LARP7P3	0
LARP7P4	0
LARS	12.61703564
LARS2	1.460940754
LARS2-AS1	0.045674513
LAS1L	5.300499037
LASP1	37.79677531
LAT	0.029642037
LAT2	4.478262892
LATS1	4.685561371
LATS2	6.535107351
LATS2-AS1	0
LAX1	0.870500802
LAYN	14.47630735
LBH	50.49299784
LBHD1	0.45307704
LBP	0.053570311
LBR	8.078185334
LBX1	0
LBX1-AS1	0
LBX2	0.131918853
LBX2-AS1	2.381803118
LCA5	0.929151624
LCA5L	0.175355411
LCAT	1.190582305
LCE1A	0
LCE1B	0.022200207
LCE1C	0.569281321
LCE1D	0
LCE1E	0.080870962
LCE1F	9.122108614
LCE2A	0
LCE2B	0
LCE2C	0.042773363
LCE2D	0.04312454
LCE3A	7.197964915
LCE3B	0
LCE3C	0.055997537
LCE3D	23.220982
LCE3E	1.762318565
LCE4A	0
LCE5A	0.128267863
LCE6A	0
LCK	9.092497387
LCLAT1	3.720889967
LCMT1	10.22900523
LCMT1-AS1	0.1798825
LCMT1-AS2	0.003286964
LCMT2	2.05361329
LCN1	0
LCN10	0
LCN12	0.009316369
LCN15	0
LCN1P1	0.156016901
LCN1P2	0
LCN2	38.99983172
LCN6	0.062493385
LCN8	0.017289562
LCN9	0
LCNL1	0.012962905
LCOR	3.184807036
LCORL	0.947682404
LCP1	68.44633966
LCP2	12.32656997
LCT	0.027913744
LCTL	0.067187494
LDAH	6.042883343
LDB1	18.96761025
LDB2	3.135932257
LDB3	0.192762044
LDHA	210.1196762
LDHAL6A	0.040623117
LDHAL6B	0.062050431
LDHAL6CP	0
LDHAL6DP	0
LDHAL6EP	0
LDHAL6FP	0
LDHAP1	0
LDHAP2	0.106651147
LDHAP3	0.104217639
LDHAP4	0.71051785
LDHAP5	0.25333934
LDHAP7	0.027215383
LDHB	75.09958683
LDHBP1	0
LDHBP2	0.026132184
LDHBP3	0
LDHC	0.513974531
LDHD	1.525226689
LDLR	9.190974895
LDLRAD1	0.497611799
LDLRAD2	0.216419881
LDLRAD3	6.0332787
LDLRAD4	2.334962646
LDLRAD4-AS1	0
LDLRAP1	8.822408359
LDOC1	11.29625627
LEAP2	0.109201019
LECT2	0
LEF1	8.533832479
LEF1-AS1	0.246265477
LEFTY1	0.013888337
LEFTY2	0.076856152
LEKR1	0.070586396
LELP1	0
LEMD1	1.325682488
LEMD1-AS1	0.018887339
LEMD2	3.520799781
LEMD3	5.675645387
LENEP	0
LENG1	4.274950769
LENG8	4.173474203
LENG8-AS1	0.757582066
LENG9	3.001859628
LEO1	8.773888107
LEP	0.030716778
LEPR	4.471844138
LEPROT	27.54665025
LEPROTL1	15.15406365
LETM1	3.148075624
LETM1P2	0
LETM2	0.442439161
LETMD1	5.568663578
LEUTX	0
LEXM	0.280807009
LFNG	4.879141764
LGALS1	541.0767385
LGALS12	0.057847676
LGALS13	0
LGALS14	0
LGALS16	0
LGALS2	2.569191355
LGALS3	164.9617829
LGALS3BP	370.3618052
LGALS4	0.04964621
LGALS7	0
LGALS7B	0.734054673
LGALS8	7.88155821
LGALS8-AS1	0.144202306
LGALS9	29.59511003
LGALS9B	0.275415603
LGALS9C	0.044194943
LGALS9DP	0
LGALSL	10.85154773
LGI1	0.017022845
LGI2	1.15216588
LGI3	1.646518636
LGI4	1.211150617
LGMN	51.01687298
LGMNP1	0.101010942
LGR4	3.893860294
LGR5	2.050612537
LGR6	0.257872141
LGSN	0
LHB	0.100431529
LHCGR	0.010507239
LHFPL1	0.495242219
LHFPL2	9.261299094
LHFPL3	0
LHFPL3-AS1	0
LHFPL3-AS2	0.01105804
LHFPL4	0
LHFPL5	0.026608759
LHFPL6	38.66631149
LHPP	6.662645953
LHX1	0
LHX1-DT	0
LHX2	0.751780119
LHX3	0
LHX4	0.03899779
LHX5	0.033616442
LHX5-AS1	0
LHX6	0.42948981
LHX8	0
LHX9	0.035211629
LIAS	1.588134699
LIF	0.549210414
LIF-AS1	0.032503521
LIFR	1.071410735
LIFR-AS1	0.200912309
LIG1	3.853960673
LIG3	1.518565306
LIG4	2.017455836
LILRA1	0.603248285
LILRA2	0.918143954
LILRA4	0.786312723
LILRA5	1.551895384
LILRA6	2.325623747
LILRB1	3.604518707
LILRB1-AS1	0.047405857
LILRB2	5.887904098
LILRB3	1.975337108
LILRB4	16.75874968
LILRB5	1.538268388
LILRP1	0.03833992
LILRP2	0.012347365
LIM2	0.026581827
LIMA1	24.47512558
LIMCH1	2.625800923
LIMD1	1.137718132
LIMD1-AS1	0
LIMD2	8.38529191
LIME1	0.092692394
LIMK1	12.84603949
LIMK2	8.657800105
LIMS1	12.10446035
LIMS1-AS1	0.11011675
LIMS2	9.092531669
LIMS3	0
LIMS4	0
LIN28A	0
LIN28AP1	0
LIN28AP2	0
LIN28B	0
LIN28B-AS1	0
LIN37	1.313142248
LIN52	3.364660256
LIN54	2.176929081
LIN7A	0.537238477
LIN7B	2.412046799
LIN7C	12.68885321
LIN9	1.767805188
LINC00028	0.22370396
LINC00029	0
LINC00051	0
LINC00052	0
LINC00092	0.136667016
LINC00102	0
LINC00106	0.221814569
LINC00111	0.045674513
LINC00112	0
LINC00113	0.04298338
LINC00114	0
LINC00115	0.079765664
LINC00158	0.090695567
LINC00159	0
LINC00160	0
LINC00161	0
LINC00163	0
LINC00165	0.031872385
LINC00167	0
LINC00173	0.203489356
LINC00174	0.784104843
LINC00184	0
LINC00189	0.120804255
LINC00200	0
LINC00205	2.227904892
LINC00207	0
LINC00208	0.012215277
LINC00210	0
LINC00211	0.020241114
LINC00221	0
LINC00222	0.047591987
LINC00226	0
LINC00229	0
LINC00235	0.034970499
LINC00237	0
LINC00239	0.863098191
LINC00240	0.076993374
LINC00242	0.293257574
LINC00243	0.229845258
LINC00244	0
LINC002481	0.331710837
LINC00251	0
LINC00254	0
LINC00261	0.018921358
LINC00265	0.522727572
LINC00265-2P	0
LINC00265-3P	0
LINC00266-1	0
LINC00266-2P	0
LINC00266-4P	0
LINC00269	0
LINC00271	0.089259342
LINC00272	0.035490331
LINC00273	0
LINC00276	0
LINC00278	0
LINC00279	0
LINC00280	0
LINC00283	0
LINC00284	0.020358795
LINC00290	0
LINC00293	0
LINC00294	3.153765714
LINC00297	0
LINC00298	0
LINC00299	0.05350059
LINC00301	0
LINC00302	0.695704502
LINC00303	0
LINC00304	0.006630357
LINC00305	0
LINC00307	0
LINC00308	0
LINC00309	0
LINC00310	0.152132334
LINC00311	0
LINC00313	0
LINC00314	0
LINC00315	0.011305573
LINC00316	0.057720538
LINC00317	0
LINC00319	0
LINC00320	0
LINC00322	0
LINC00323	0.010767874
LINC00324	1.538937121
LINC00326	0.041769932
LINC00327	0.088454162
LINC00328-2P	0
LINC00330	0
LINC00331	0
LINC00332	0
LINC00333	0
LINC00334	0
LINC00336	0
LINC00337	0.093517549
LINC00339	8.354683123
LINC00342	0.842658127
LINC00343	0
LINC00345	0
LINC00346	0.377279497
LINC00347	0.013274119
LINC00348	0
LINC00349	0
LINC00350	0
LINC00351	0
LINC00352	0
LINC00353	0.03833992
LINC00354	0
LINC00355	0
LINC00358	0
LINC00362	0
LINC00363	0
LINC00364	0
LINC00365	0.078841096
LINC00366	0
LINC00368	0
LINC00370	0
LINC00374	0
LINC00375	0
LINC00376	0
LINC00377	0
LINC00378	0
LINC00379	0
LINC00380	0
LINC00381	0.072249917
LINC00382	0
LINC00383	0
LINC00384	0
LINC00385	0
LINC00387	0
LINC00388	0
LINC00390	0
LINC00391	0
LINC00392	0
LINC00393	0
LINC00395	0
LINC00396	0
LINC00397	0
LINC00398	0.057975375
LINC00399	0
LINC00400	0
LINC00402	0.039315636
LINC00404	0
LINC00407	0
LINC00408	0
LINC00410	0
LINC00411	0
LINC00412	0
LINC00415	0
LINC00421	0
LINC00423	0
LINC00424	0
LINC00426	0.575243583
LINC00427	0
LINC00428	0
LINC00430	0
LINC00431	0.230375833
LINC00433	0
LINC00434	0
LINC00437	0
LINC00440	0.035780443
LINC00441	0.022977117
LINC00442	0
LINC00443	0
LINC00445	0.104217639
LINC00446	0
LINC00448	0
LINC00449	0
LINC00452	0
LINC00454	0
LINC00456	0
LINC00457	0
LINC00458	0
LINC00459	0
LINC00460	0.045595217
LINC00461	0.008507562
LINC00462	1.583414769
LINC00463	0
LINC00466	0
LINC00467	0.67310349
LINC00469	0
LINC00470	0
LINC00471	0.061457516
LINC00472	0.068651061
LINC00473	0
LINC00474	0
LINC00475	0.054458984
LINC00476	0.561303941
LINC00477	0
LINC00479	0
LINC00482	0.011953958
LINC00483	0
LINC00484	0
LINC00484	0
LINC00485	0
LINC00486	0
LINC00487	0
LINC00488	0
LINC00489	0
LINC00491	1.262842586
LINC00492	0
LINC00494	0.006247109
LINC00498	0
LINC00499	0
LINC00500	0
LINC00501	0.02567238
LINC00502	0
LINC00504	2.427831202
LINC00506	0.020964155
LINC00507	0
LINC00508	0
LINC00511	1.993720326
LINC00513	0.032503521
LINC00514	0.006130449
LINC00517	0.038200502
LINC00518	0
LINC00519	55.02874699
LINC00520	0.17067649
LINC00523	0
LINC00524	0.125659545
LINC00525	0.088427087
LINC00526	1.036506948
LINC00528	0.097269796
LINC00529	0
LINC00533	0
LINC00534	0
LINC00535	0.040482227
LINC00536	0.087802973
LINC00538	0
LINC00539	0.254293281
LINC00540	0.038607637
LINC00543	0
LINC00544	0.052455749
LINC00545	0
LINC00547	0
LINC00550	0
LINC00551	0.015745111
LINC00552	0
LINC00554	0
LINC00555	0
LINC00556	0.318723847
LINC00557	0
LINC00558	0
LINC00559	0
LINC00560	0
LINC00561	0.009591981
LINC00562	0.031898192
LINC00563	0.018759175
LINC00564	0
LINC00565	0.112667718
LINC00566	0
LINC00567	0.154079466
LINC00570	0.047750627
LINC00571	0
LINC00572	0
LINC00574	0.022659918
LINC00575	0
LINC00578	0.638480834
LINC00581	0
LINC00582	0.219956825
LINC00583	0
LINC00587	0
LINC00588	0
LINC00589	0.037988686
LINC00592	0.201247854
LINC00595	0
LINC00596	0
LINC00598	0.02110313
LINC00599	0
LINC00601	0
LINC00602	0
LINC00603	0.093462082
LINC00604	0
LINC00605	0.033713537
LINC00606	0
LINC00607	0.107328613
LINC00608	0.006528174
LINC00609	0
LINC00612	0.01186753
LINC00613	0
LINC00615	0.11207473
LINC00616	0.022209594
LINC00618	0.058622422
LINC00619	0.046856102
LINC00620	0
LINC00621	0
LINC00622	0.351286461
LINC00623	0.784721151
LINC00624	0.028320825
LINC00626	0.357504696
LINC00628	0
LINC00629	0.057784037
LINC00630	0.276993459
LINC00632	0.034923996
LINC00634	0.120867794
LINC00635	0
LINC00636	0
LINC00637	0.114963815
LINC00638	0.354621417
LINC00639	0.113481429
LINC00640	0.284737477
LINC00641	0.28032083
LINC00642	0
LINC00643	0.011327516
LINC00644	0
LINC00645	0.007187423
LINC00648	0
LINC00649	0.355398432
LINC00652	0.034028045
LINC00654	0.408922594
LINC00656	0
LINC00658	0
LINC00659	0
LINC00661	0
LINC00662	0.679837404
LINC00663	0.151493107
LINC00664	0.017838577
LINC00665	2.166383823
LINC00667	3.825721101
LINC00668	0.059369358
LINC00670	0.015403428
LINC00671	0.024238897
LINC00672	0.22209594
LINC00674	2.75509409
LINC00676	0
LINC00677	0.044970625
LINC00678	0
LINC00680	1.034945389
LINC00681	0
LINC00682	0
LINC00683	0.026646555
LINC00685	0.306808936
LINC00686	0
LINC00687	0
LINC00689	0.002867749
LINC00690	0
LINC00691	0.007621255
LINC00692	0
LINC00694	0.071756407
LINC00698	0
LINC00700	0
LINC00701	0
LINC00702	0.526418116
LINC00703	0.042669123
LINC00704	0.246214172
LINC00705	0.015050341
LINC00706	0
LINC00707	0.025664018
LINC00708	0
LINC00709	0
LINC00710	0
LINC00824	0.005763187
LINC00836	0
LINC00837	0
LINC00838	0
LINC00839	1.696914672
LINC00840	0.306000726
LINC00841	0
LINC00843	0.110813692
LINC00844	0.055058375
LINC00845	0
LINC00846	0.014771004
LINC00847	8.586547761
LINC00850	0
LINC00851	0.250463099
LINC00852	0.395524774
LINC00853	1.152227691
LINC00854	0.169766289
LINC00857	0.193553901
LINC00858	0.228055271
LINC00861	0.325762053
LINC00862	0.074737749
LINC00863	0.231707485
LINC00864	0
LINC00865	1.204943261
LINC00866	0
LINC00867	0
LINC00868	0
LINC00869	0.151379767
LINC00870	0.01790852
LINC00871	0.077873521
LINC00877	0.053839371
LINC00879	0
LINC00880	0.078085763
LINC00881	0.062087104
LINC00882	0.060887585
LINC00884	0.089879688
LINC00885	6.967986765
LINC00886	0.171787317
LINC00887	0
LINC00888	1.860952412
LINC00891	0.031926629
LINC00892	0.506634653
LINC00893	0.043722827
LINC00894	0.037381876
LINC00895	0
LINC00896	0.037024687
LINC00898	0.018263453
LINC00899	0.361001305
LINC00900	0.451857593
LINC00901	0
LINC00903	0
LINC00904	0
LINC00905	0
LINC00906	0.018835414
LINC00907	0.002676332
LINC00908	0.04325238
LINC00909	1.565102733
LINC00910	0.179021568
LINC00911	0
LINC00917	0
LINC00919	0
LINC00920	0.183485177
LINC00921	0.351164459
LINC00922	0.804606069
LINC00923	0.050842247
LINC00924	0.783380909
LINC00926	0.100212546
LINC00927	0
LINC00928	0
LINC00929	0
LINC00930	0.015849635
LINC00933	0.26262845
LINC00934	0
LINC00937	0.083477169
LINC00939	0.052761086
LINC00940	0
LINC00941	0.26049711
LINC00942	0.097792968
LINC00943	0.006746171
LINC00944	0.170077787
LINC00945	0
LINC00951	0
LINC00954	0.072905613
LINC00955	0.012584018
LINC00957	0.612119583
LINC00958	5.414773666
LINC00960	0.02476848
LINC00963	3.263287934
LINC00964	0
LINC00967	0
LINC00968	0.351404264
LINC00970	0.116310208
LINC00971	0
LINC00972	0
LINC00973	0
LINC00974	0
LINC00976	0
LINC00977	0
LINC00982	0.060967319
LINC00987	0.860554386
LINC00989	0.023543563
LINC00992	1.239679745
LINC00993	0
LINC00994	0.012335766
LINC00996	0.217748139
LINC00997	1.419344985
LINC01001	0.068696953
LINC01003	1.518599879
LINC01004	0.603743562
LINC01005	0
LINC01006	1.185935734
LINC01007	0
LINC01010	1.138768345
LINC01011	0.775459314
LINC01012	0.022575511
LINC01013	0.024976553
LINC01014	0.181749792
LINC01015	0
LINC01016	0
LINC01017	0
LINC01018	1.11979157
LINC01019	0
LINC01020	0
LINC01022	0
LINC01023	1.746840605
LINC01028	0.022581982
LINC01029	0
LINC01030	0
LINC01031	0
LINC01033	0
LINC01034	0
LINC01035	0
LINC01036	0
LINC01037	0
LINC01038	0
LINC01039	0
LINC01040	0
LINC01043	0
LINC01044	0
LINC01046	0
LINC01047	0
LINC01048	0
LINC01049	0
LINC01050	0.380120124
LINC01052	0
LINC01053	0
LINC01054	0
LINC01055	0.564628276
LINC01056	0
LINC01058	0.234489687
LINC01060	0.032808051
LINC01063	1.43389096
LINC01065	0
LINC01066	0
LINC01067	0
LINC01068	0.108823943
LINC01069	0
LINC01070	0
LINC01072	0
LINC01074	0
LINC01075	0
LINC01076	0
LINC01077	0.254361695
LINC01078	0
LINC01079	0
LINC01080	0
LINC01081	0
LINC01082	0
LINC01085	0.033641561
LINC01087	0
LINC01088	0.499618577
LINC01089	0.775427659
LINC01090	0
LINC01091	0.050641814
LINC01093	0
LINC01094	3.097075583
LINC01095	0.023272348
LINC01096	1.184321331
LINC01097	0
LINC01098	0
LINC01099	0.016476063
LINC01100	0
LINC01101	0.013939939
LINC01102	0
LINC01103	0
LINC01104	0.007793129
LINC01105	0
LINC01106	0.07574
LINC01107	0
LINC01108	0.024996363
LINC01109	0
LINC01111	0
LINC01114	0.007001558
LINC01115	0.086447811
LINC01115	0
LINC01116	1.266744064
LINC01117	0.300576194
LINC01118	0.046339382
LINC01119	0.287684874
LINC01120	0
LINC01121	0.019072509
LINC01122	0.004744011
LINC01123	0.063764115
LINC01124	0
LINC01126	0.063822223
LINC01127	0.177775051
LINC01128	0.829207037
LINC01132	0.062316268
LINC01133	205.227745
LINC01134	0.032311571
LINC01135	0
LINC01136	0.019275483
LINC01137	3.991199378
LINC01138	0.546864725
LINC01139	0.051261246
LINC01140	0.218954789
LINC01141	0.016559171
LINC01142	0.085994908
LINC01143	0
LINC01144	0.660410721
LINC01146	0.09356197
LINC01148	0
LINC01149	0
LINC01150	1.000489332
LINC01151	0.045994475
LINC01152	0.026138686
LINC01153	0
LINC01154	0.057847676
LINC01158	0
LINC01159	0
LINC01160	0.114435054
LINC01162	0
LINC01164	0
LINC01165	0
LINC01166	0
LINC01167	0
LINC01168	0.004998638
LINC01169	0.094584075
LINC01170	0.077931291
LINC01173	0
LINC01176	1.476883702
LINC01177	0
LINC01179	0
LINC01180	0
LINC01181	0.047235333
LINC01182	0
LINC01184	2.835932206
LINC01185	0
LINC01186	0.083906853
LINC01187	0
LINC01189	0
LINC01191	0.093351345
LINC01192	0
LINC01193	0
LINC01194	0
LINC01195	0
LINC01197	0.259172812
LINC01198	0.040141911
LINC01201	0
LINC01202	0
LINC01203	0
LINC01204	0.004992936
LINC01205	0
LINC01206	3.748652101
LINC01208	0
LINC01209	0
LINC01210	0
LINC01213	0
LINC01214	0
LINC01215	0.172248597
LINC01216	0
LINC01217	0
LINC01218	0
LINC01219	0
LINC01220	0.073155557
LINC01221	0
LINC01222	0
LINC01224	0.756969136
LINC01225	0
LINC01227	0
LINC01228	0.295088146
LINC01229	0.152627576
LINC01230	0
LINC01231	0
LINC01232	0.660913666
LINC01233	0
LINC01234	0.029285064
LINC01235	1.794355867
LINC01237	0.032808051
LINC01238	0.071173022
LINC01238	0.064414826
LINC01239	0.286355007
LINC01241	0
LINC01242	0
LINC01243	0
LINC01247	0
LINC01248	0
LINC01249	0
LINC01250	0
LINC01251	0.054038776
LINC01252	0.117708506
LINC01254	0.008143518
LINC01255	0
LINC01256	0
LINC01257	0
LINC01258	0
LINC01259	0
LINC01262	0
LINC01264	0
LINC01266	0.058003829
LINC01267	0.068991712
LINC01268	0.085795138
LINC01269	0.218129942
LINC01270	0.052281709
LINC01271	0.023344751
LINC01273	0.029376784
LINC01276	0
LINC01277	0.031718412
LINC01278	2.206754178
LINC01280	0.044362914
LINC01281	0.518443076
LINC01282	0.029844142
LINC01284	0
LINC01285	0.010392895
LINC01287	0.007531645
LINC01288	0
LINC01289	0.00707512
LINC01290	0.156949273
LINC01291	0
LINC01293	0
LINC01297	0
LINC01297	0
LINC01298	0
LINC01299	0
LINC01300	0
LINC01301	0.035586511
LINC01303	0.071421878
LINC01304	0
LINC01305	0
LINC01307	0
LINC01309	0
LINC01310	0
LINC01311	0.072699917
LINC01312	0
LINC01315	0.912048286
LINC01317	0
LINC01318	0
LINC01320	0.013059595
LINC01322	0.183557519
LINC01323	0
LINC01324	0.031117115
LINC01326	0
LINC01327	0
LINC01331	0
LINC01332	0
LINC01333	0
LINC01335	0
LINC01336	0.066236683
LINC01337	0.059688284
LINC01338	0.166220538
LINC01339	0
LINC01340	0
LINC01341	0.032960398
LINC01342	0
LINC01343	0
LINC01344	0.008308398
LINC01345	0
LINC01346	0
LINC01347	0.020512506
LINC01348	0
LINC01349	0
LINC01350	0
LINC01351	0
LINC01352	0.382203565
LINC01353	0.094132061
LINC01354	0.192167158
LINC01355	0.381110351
LINC01356	0.014406388
LINC01358	0.252932696
LINC01359	0.036425582
LINC01360	0
LINC01361	0
LINC01362	0
LINC01363	0
LINC01364	0
LINC01365	0
LINC01366	0.026662787
LINC01370	0.223649531
LINC01372	0.107414499
LINC01374	0.126567928
LINC01375	0
LINC01376	0.274771581
LINC01377	0
LINC01378	0
LINC01381	0.112716073
LINC01384	0.079705144
LINC01385	0
LINC01386	0
LINC01387	0
LINC01388	0
LINC01389	0.05437442
LINC01391	0.00675311
LINC01392	0
LINC01393	0.129161533
LINC01394	0
LINC01395	0.026744241
LINC01396	0
LINC01397	0.226794861
LINC01398	0.023262042
LINC01399	0
LINC01400	0
LINC01402	0
LINC01405	0.017255483
LINC01410	0.769385517
LINC01411	0
LINC01412	0
LINC01413	0
LINC01415	0.171528015
LINC01416	0.022738394
LINC01419	0.051800483
LINC01422	0.070599046
LINC01422	0.013037984
LINC01423	0.061147485
LINC01424	0.050946353
LINC01425	0
LINC01426	0.742441408
LINC01427	0
LINC01428	0
LINC01429	0.056454955
LINC01431	0.218596807
LINC01432	0
LINC01433	0.07535967
LINC01435	0.00427177
LINC01436	0.72673903
LINC01438	0
LINC01440	0
LINC01441	0
LINC01442	0
LINC01443	0
LINC01444	0
LINC01445	0
LINC01446	0
LINC01447	0.009512077
LINC01448	0
LINC01449	0.043053844
LINC01450	0.032194723
LINC01451	0.848183484
LINC01455	0
LINC01456	0.741888276
LINC01460	0.045914065
LINC01465	0.189525685
LINC01467	0
LINC01468	0.044626754
LINC01470	0.007703973
LINC01471	0
LINC01473	0.126786148
LINC01474	0.041099914
LINC01475	0
LINC01476	0
LINC01477	0
LINC01478	0
LINC01479	0.036731252
LINC01480	0.320278597
LINC01481	1.374833495
LINC01481	0.041753331
LINC01482	0.04987518
LINC01483	0.006293517
LINC01484	0.018659215
LINC01485	0.071405234
LINC01486	0
LINC01487	0
LINC01489	0.130228983
LINC01490	0
LINC01491	0
LINC01492	0.005940476
LINC01493	0
LINC01494	0
LINC01495	0
LINC01496	0
LINC01497	0.036476174
LINC01498	0
LINC01499	0
LINC01500	0
LINC01501	0.022256648
LINC01502	0.019128074
LINC01503	8.188603479
LINC01504	0.416700957
LINC01505	0.041277556
LINC01505	0.10451388
LINC01506	0.249646815
LINC01507	0
LINC01508	0.279566916
LINC01509	0
LINC01510	0.027909506
LINC01511	0.015521776
LINC01513	0
LINC01514	0
LINC01515	0.023530672
LINC01516	0
LINC01517	0
LINC01518	0
LINC01519	0
LINC01520	0
LINC01521	0.229782998
LINC01522	0
LINC01523	0
LINC01524	0.016135272
LINC01525	0
LINC01526	0.303032826
LINC01527	0.618104013
LINC01529	0.010555806
LINC01531	0
LINC01532	0
LINC01533	0
LINC01534	0.484639494
LINC01535	0.048034467
LINC01537	0.042878114
LINC01538	0
LINC01539	0.045568846
LINC01541	0
LINC01543	0
LINC01544	0
LINC01545	0
LINC01546	0.155862581
LINC01547	0.405412893
LINC01548	0
LINC01549	0
LINC01550	0.309766889
LINC01551	0
LINC01553	0
LINC01554	0.012742768
LINC01555	0
LINC01556	0.112716073
LINC01558	0.036714136
LINC01559	0.717527765
LINC01560	2.36847684
LINC01561	0.482772885
LINC01562	0.011100104
LINC01563	0.035017127
LINC01564	0.092801572
LINC01565	0
LINC01566	0
LINC01567	0
LINC01568	0
LINC01569	1.075966776
LINC01570	0
LINC01571	0
LINC01572	0.138167324
LINC01574	0
LINC01578	7.740115568
LINC01579	0.011595075
LINC01580	0
LINC01581	0
LINC01582	0
LINC01583	0.040907858
LINC01584	0
LINC01585	0.101400946
LINC01586	0.047968667
LINC01587	0.090250326
LINC01588	0.141338069
LINC01589	0.287549397
LINC01591	0
LINC01592	0.083227326
LINC01593	0
LINC01594	0
LINC01595	0
LINC01596	0
LINC01597	0
LINC01598	0
LINC01600	0.045358972
LINC01602	0.012452748
LINC01603	0.055563142
LINC01605	0.189810312
LINC01606	0
LINC01607	0.399434904
LINC01608	0
LINC01609	0
LINC01611	0.035442436
LINC01612	0
LINC01613	0
LINC01614	9.443276043
LINC01615	1.544873233
LINC01616	0
LINC01618	0
LINC01619	0.822065987
LINC01620	0
LINC01621	0
LINC01623	0
LINC01624	0.029092046
LINC01625	0.03108029
LINC01626	0
LINC01627	0
LINC01628	0
LINC01629	0
LINC01630	0
LINC01632	0
LINC01633	0.722168056
LINC01634	0.022078894
LINC01635	0
LINC01637	0.767919443
LINC01638	0.64647003
LINC01639	0
LINC01640	0
LINC01641	0
LINC01643	0
LINC01644	0.024094353
LINC01645	0.053488483
LINC01646	0
LINC01647	0
LINC01648	0
LINC01649	0
LINC01650	0
LINC01651	0
LINC01653	0
LINC01654	0
LINC01655	0.124174208
LINC01656	0
LINC01657	0
LINC01658	0
LINC01659	0
LINC01660	0
LINC01661	0
LINC01662	0
LINC01663	0
LINC01664	0.038792976
LINC01665	0
LINC01666	0
LINC01667	0
LINC01669	0
LINC01670	0.070034253
LINC01671	0.073979845
LINC01672	0
LINC01673	0
LINC01674	0
LINC01675	0.337183459
LINC01676	0
LINC01677	0
LINC01678	0.121166528
LINC01679	0.591336395
LINC01680	0
LINC01681	0.06911275
LINC01682	0
LINC01683	0
LINC01684	0.137391141
LINC01685	0
LINC01686	0.744368425
LINC01687	0
LINC01688	0
LINC01689	0
LINC01690	0
LINC01691	0.184949612
LINC01692	0.009659009
LINC01693	0
LINC01694	0.050134653
LINC01695	0
LINC01696	0
LINC01697	0.025919413
LINC01698	0
LINC01699	0
LINC01700	0.016434822
LINC01701	0.058232472
LINC01702	0
LINC01703	0.703754676
LINC01704	0.125960887
LINC01705	0.794427695
LINC01706	0
LINC01707	0
LINC01708	0
LINC01709	0
LINC01710	0
