	00068002-f4f0-4610-bfe6-67169c760d21
	tumor
GSTM2P1	0.043693384
GSTM3	18.76957399
GSTM3P1	0
GSTM3P2	0
GSTM4	6.128549294
GSTM5	0.047522823
GSTM5P1	0.043296172
GSTO1	47.80604007
GSTO2	0.132493878
GSTO3P	0
GSTP1	525.8782389
GSTP1P1	0.089578286
GSTT2	0.102512908
GSTT2B	1.092056302
GSTT4	0.18317611
GSTZ1	5.309233258
GSX1	0
GSX2	0
GTDC1	1.186441058
GTF2A1	15.07765841
GTF2A1L	0
GTF2A2	16.10714877
GTF2B	5.792152101
GTF2E1	7.85189561
GTF2E2	22.81633161
GTF2F1	41.87847751
GTF2F2	5.74825767
GTF2F2P1	0.042334034
GTF2F2P2	0
GTF2H1	7.173724508
GTF2H2	0.316187809
GTF2H2B	0.165176146
GTF2H2C	0.306647659
GTF2H3	17.25540963
GTF2H4	1.068695981
GTF2H5	4.759395754
GTF2I	5.855809277
GTF2IP1	0.176368143
GTF2IP11	0
GTF2IP13	2.50359131
GTF2IP14	0.341345243
GTF2IP2	0
GTF2IP20	1.434343929
GTF2IP22	0
GTF2IP23	1.709643697
GTF2IP3	0
GTF2IP4	1.053072302
GTF2IP5	0.195454673
GTF2IP6	0
GTF2IP7	0.654484829
GTF2IP8	0
GTF2IP9	0.189870254
GTF2IRD1	9.854976223
GTF2IRD1P1	0.073920293
GTF2IRD2	0.147627958
GTF2IRD2B	0.201519557
GTF2IRD2P1	1.117748102
GTF3A	27.32809335
GTF3AP1	0
GTF3AP2	0
GTF3AP5	0
GTF3AP6	0
GTF3C1	15.4987712
GTF3C2	19.37983798
GTF3C2-AS1	0.114196481
GTF3C3	8.458018324
GTF3C4	9.483025008
GTF3C5	24.65350544
GTF3C6	49.8129149
GTPBP1	8.961766707
GTPBP10	2.338391542
GTPBP2	11.17310891
GTPBP3	7.156478842
GTPBP4	16.42871244
GTPBP6	11.95465142
GTPBP8	3.538342296
GTSCR1	0.060798879
GTSE1	13.7353583
GTSE1-AS1	1.0918165
GTSF1	0.07925052
GTSF1L	0
GUCA1A	1.232858947
GUCA1B	0.641856991
GUCA1C	0
GUCA2A	0.100441031
GUCA2B	0.239325571
GUCD1	29.33260654
GUCY1A1	5.144179883
GUCY1A2	0.28468933
GUCY1B1	3.736910704
GUCY1B2	0.084459527
GUCY2C	0.218916721
GUCY2D	0.410241942
GUCY2EP	0
GUCY2F	0
GUCY2GP	0
GUF1	7.217648715
GUK1	29.0713862
GULOP	0
GULP1	3.957484772
GUSB	24.01570959
GUSBP1	0.631912904
GUSBP10	0
GUSBP11	0.082890686
GUSBP12	0
GUSBP2	0.262160305
GUSBP3	0.022048976
GUSBP4	0.127569077
GUSBP5	0.141512779
GUSBP6	0
GUSBP8	0
GUSBP9	0
GVINP1	0.111755228
GVINP2	0
GVQW2	0.315065358
GVQW3	0.117197985
GXYLT1	3.014965896
GXYLT1P1	0
GXYLT1P2	0.023232092
GXYLT1P3	0
GXYLT1P4	0
GXYLT1P5	0
GXYLT1P6	0
GXYLT2	0.44417834
GYG1	12.96517484
GYG1P1	0
GYG1P2	0
GYG1P3	0
GYG2	0.658348807
GYG2-AS1	0
GYG2P1	0
GYPA	0
GYPB	0
GYPC	0.995998913
GYPE	0.028518436
GYS1	49.19611617
GYS2	0.009123714
GZF1	4.085199449
GZMA	3.228325275
GZMAP1	0
GZMB	4.333913019
GZMH	0.691099773
GZMK	0.491425336
GZMM	0.181431576
H19	45.1543053
H1F0	166.8568695
H1FNT	0
H1FOO	0.045214356
H1FX	122.4744403
H1FX-AS1	0.21724044
H2AFB1	0
H2AFB2	0
H2AFB3	0
H2AFJ	15.62455106
H2AFV	38.85277545
H2AFVP1	0.253200396
H2AFX	113.7707503
H2AFY	9.660540695
H2AFY2	28.44558471
H2AFZ	105.4674435
H2AFZP1	0.14468594
H2AFZP2	0
H2AFZP3	0.295353728
H2AFZP4	0.075797011
H2AFZP5	0
H2AFZP6	0
H2BFM	0.075917835
H2BFS	0
H2BFS	0
H2BFWT	0.351599782
H3.Y	0
H3F3A	13.33400976
H3F3AP1	0
H3F3AP2	0.029353337
H3F3AP3	0.070210008
H3F3AP4	16.33877423
H3F3AP5	0.199828484
H3F3AP6	0.486686892
H3F3B	99.88371722
H3F3BP1	0.425441289
H3F3BP2	0
H3F3C	0.351448583
H6PD	13.02313167
HAAO	0.786192403
HABP2	0.023441734
HABP4	3.247853342
HACD1	2.413531265
HACD2	17.47317294
HACD3	38.76633172
HACD4	1.770355476
HACE1	1.760061081
HACL1	6.2295467
HADH	14.133401
HADHA	44.62902562
HADHAP1	0
HADHAP2	0.025011355
HADHB	23.98870918
HAGH	4.658160824
HAGHL	2.366680298
HAGLR	0.971954872
HAGLROS	0.713749554
HAL	0.044423588
HAMP	0.094935127
HAND1	0
HAND2	0.047612563
HAND2-AS1	0
HAO1	0
HAO2	0
HAO2-IT1	0
HAP1	8.527182031
HAPLN1	0.225941781
HAPLN2	0.02550243
HAPLN3	5.295057893
HAPLN4	0
HAR1A	0.561791982
HAR1B	0.191353615
HARBI1	2.050306306
HARS	3.783641962
HARS2	6.077212698
HAS1	0.127512152
HAS2	0.613792981
HAS2-AS1	0.063642479
HAS3	94.1277925
HASPIN	3.698362999
HAT1	8.993488407
HAUS1	7.457340588
HAUS1P1	0
HAUS1P2	0
HAUS1P3	0
HAUS2	12.8169888
HAUS3	2.074319763
HAUS4	11.82860274
HAUS4P1	0
HAUS5	4.560814446
HAUS6	4.423938618
HAUS6P1	0.018423903
HAUS6P2	0
HAUS6P3	0
HAUS7	0.576118412
HAUS8	3.429263369
HAUS8P1	0
HAVCR1	0.013284739
HAVCR1P1	0.378841501
HAVCR2	1.239472419
HAX1	32.35459613
HBA1	0
HBA2	2.837517785
HBB	8.919231677
HBBP1	0.094464374
HBD	0
HBE1	0
HBEGF	21.14282032
HBG1	0
HBG2	0.012751215
HBM	0
HBP1	7.144993148
HBQ1	3.252059453
HBS1L	6.17388817
HBZ	0
HBZP1	0
HCAR1	0.023972712
HCAR2	11.06237238
HCAR3	3.022020098
HCCAT5	0
HCCS	12.50712361
HCFC1	27.69637437
HCFC1-AS1	0.081644209
HCFC1R1	29.9514032
HCFC2	0.999909516
HCFC2P1	0
HCG11	2.538013277
HCG14	0
HCG15	1.63367531
HCG17	0
HCG18	1.827286332
HCG19P	0
HCG20	0.062528388
HCG21	0
HCG22	0.051696921
HCG23	0.9837458
HCG23	0.239643934
HCG24	0
HCG25	0.935877944
HCG27	0.121391135
HCG4	0.372225603
HCG4B	0.720874703
HCG4P11	0
HCG4P3	0.114760937
HCG4P5	2.100714547
HCG4P7	1.025786218
HCG4P8	0
HCG9	0
HCG9P5	0
HCK	29.39798846
HCLS1	19.16627067
HCN1	0.005286859
HCN2	0.628861647
HCN3	0.617135918
HCN4	0
HCP5	1.957847911
HCRT	0
HCRTR1	0.033513065
HCRTR2	0
HCST	2.563867908
HDAC1	30.01758643
HDAC10	1.431370907
HDAC11	2.050767724
HDAC11-AS1	0.055486356
HDAC1P1	0
HDAC1P2	0.042735005
HDAC2	15.12036391
HDAC2-AS2	0.106320749
HDAC3	11.32282301
HDAC4	2.430454298
HDAC5	6.984448825
HDAC6	4.432327051
HDAC7	5.483106013
HDAC8	3.309633727
HDAC9	0.052643945
HDC	0.122796523
HDDC2	10.80315954
HDDC3	6.261164701
HDGF	127.4107482
HDGFL1	0
HDGFL2	20.18030628
HDGFL3	6.266103893
HDGFP1	0
HDHD2	3.006985384
HDHD3	15.32622768
HDHD5	14.51351527
HDHD5-AS1	0.498146126
HDLBP	38.29845275
HDX	0.047245202
HEATR1	12.77038498
HEATR3	5.055187709
HEATR4	0.142571855
HEATR5A	2.139743041
HEATR5B	4.408548514
HEATR6	5.511990419
HEATR9	0
HEBP1	10.71787796
HEBP2	10.72270075
HECA	18.5073781
HECTD1	14.00441684
HECTD2	0.420816927
HECTD3	4.581531457
HECTD4	2.216149022
HECW1	0.045016857
HECW1-IT1	0
HECW2	0.387250346
HEG1	2.605622496
HEIH	6.46926573
HELB	0.627599912
HELLPAR	0.008781217
HELLS	4.060488016
HELQ	1.670045163
HELT	0
HELZ	2.916422604
HELZ2	3.12137193
HEMGN	0.023872576
HEMK1	0.375122042
HENMT1	0.683172897
HEPACAM	0
HEPACAM2	0.023016893
HEPH	0.779367609
HEPHL1	0.775199928
HEPN1	0
HERC1	2.451528607
HERC2	5.13237016
HERC2P10	0.059706379
HERC2P11	0
HERC2P2	1.239022673
HERC2P3	0.024285965
HERC2P4	0
HERC2P5	0
HERC2P7	0
HERC2P8	0
HERC2P9	0.553628302
HERC3	1.615106664
HERC4	1.119793581
HERC5	0.221840644
HERC6	0.52287246
HERPUD1	7.766098543
HERPUD2	13.3369815
HES1	25.18023029
HES2	11.98616114
HES3	0
HES4	7.310004779
HES5	1.334689025
HES6	3.89984367
HES7	0.045892088
HESX1	0.068691041
HEXA	5.633068467
HEXA-AS1	0.021356856
HEXB	13.15701185
HEXDC	2.642181969
HEXDC-IT1	0.078807152
HEXIM1	23.3445741
HEXIM2	1.80875174
HEY1	57.8405773
HEY2	0.875716801
HEYL	1.896705816
HFE	6.04742614
HFE2	0
HFM1	0.019615907
HGC6.3	0
HGD	0
HGF	0.057812579
HGFAC	0.331222556
HGH1	17.87236421
HGS	9.974065709
HGSNAT	10.64350904
HHAT	6.226277632
HHATL	0
HHATL-AS1	0
HHEX	1.176969986
HHIP	0.011833474
HHIP-AS1	0.055058715
HHIPL1	0.196921332
HHIPL2	1.303229244
HHLA1	0
HHLA2	0.110299593
HHLA3	1.309514321
HIBADH	18.45166157
HIBCH	2.247465964
HIC1	0.7894556
HIC2	2.280021136
HID1	3.869403169
HID1-AS1	0.03506193
HIF1A	111.2618309
HIF1A-AS1	0.350619303
HIF1A-AS2	0.589737721
HIF1AN	3.002985215
HIF1AP1	0.489865255
HIF3A	0.293571939
HIGD1A	26.1529555
HIGD1AP1	0
HIGD1AP10	0
HIGD1AP11	0
HIGD1AP12	0.101692076
HIGD1AP13	0
HIGD1AP14	0
HIGD1AP15	0
HIGD1AP16	0.110757648
HIGD1AP17	0
HIGD1AP18	0.102789472
HIGD1AP2	0
HIGD1AP3	0
HIGD1AP4	0
HIGD1AP5	0
HIGD1AP6	0.307263153
HIGD1AP8	0
HIGD1AP9	0
HIGD1B	1.095227197
HIGD1C	0
HIGD2A	54.41317656
HIGD2B	0.025605263
HIKESHI	8.361312101
HILPDA	46.46620429
HILS1	0.023441734
HINFP	2.15565282
HINT1	70.99588131
HINT1P1	0.15119298
HINT1P2	0
HINT2	6.28779724
HINT2P1	0
HINT3	12.61494186
HIP1	10.44969277
HIP1R	9.556005197
HIPK1	5.81363076
HIPK1-AS1	0
HIPK2	6.16890329
HIPK3	20.15148979
HIPK4	0.06992367
HIRA	4.991900533
HIRAP1	0
HIRIP3	5.110291956
HIST1H1A	0
HIST1H1B	0
HIST1H1C	8.857506498
HIST1H1D	0.257436696
HIST1H1E	0.649442573
HIST1H1PS1	0.554863558
HIST1H1PS2	0
HIST1H1T	0
HIST1H2AA	0
HIST1H2AB	0
HIST1H2AC	3.683289415
HIST1H2AD	0.290844511
HIST1H2AE	2.617600601
HIST1H2AG	0.533408834
HIST1H2AH	0.073838432
HIST1H2AI	0.340860516
HIST1H2AJ	0.295353728
HIST1H2AK	0
HIST1H2AL	0
HIST1H2AM	0.218133383
HIST1H2APS1	0
HIST1H2APS2	0
HIST1H2APS3	0.4264996
HIST1H2APS4	0.410567144
HIST1H2APS5	0
HIST1H2APS6	0
HIST1H2BA	0
HIST1H2BB	0
HIST1H2BC	1.199210507
HIST1H2BD	5.347648836
HIST1H2BE	0.296118894
HIST1H2BF	0.37500621
HIST1H2BG	0.957073266
HIST1H2BH	3.225053409
HIST1H2BI	0
HIST1H2BJ	0.541430019
HIST1H2BK	31.65052415
HIST1H2BL	0.468450381
HIST1H2BM	0.225003726
HIST1H2BN	0.156520759
HIST1H2BO	0.750012421
HIST1H2BPS1	0
HIST1H2BPS2	0
HIST1H2BPS3	0
HIST1H3A	0.069526699
HIST1H3B	0.695266988
HIST1H3C	0.695266988
HIST1H3D	0.973373784
HIST1H3E	1.112427182
HIST1H3F	0.486686892
HIST1H3G	0.320007373
HIST1H3H	1.54774188
HIST1H3I	0
HIST1H3J	0.184357892
HIST1H3PS1	0.753789462
HIST1H4A	0
HIST1H4B	0.195722419
HIST1H4C	0
HIST1H4D	0.091588055
HIST1H4E	0.732704442
HIST1H4F	0
HIST1H4G	0
HIST1H4H	0.791763742
HIST1H4I	4.195780458
HIST1H4J	0.153219696
HIST1H4K	0.274764166
HIST1H4L	0
HIST1H4PS1	0.107831974
HIST2H2AA3	0
HIST2H2AA4	0
HIST2H2AB	0.072711128
HIST2H2AC	2.051572437
HIST2H2BA	0
HIST2H2BB	0
HIST2H2BC	0.295608344
HIST2H2BD	0.695549044
HIST2H2BE	2.882835352
HIST2H2BF	0.151997198
HIST2H3A	0
HIST2H3C	0.155301485
HIST2H3D	0.069526699
HIST2H3DP1	0
HIST2H3PS2	0
HIST2H4A	0.015232129
HIST2H4B	0
HIST3H2A	3.097006595
HIST3H2BA	0
HIST3H2BB	0.1329654
HIST3H3	0
HIST4H4	0.277108934
HIVEP1	2.623561072
HIVEP2	7.195031677
HIVEP3	0.176788642
HJURP	12.87803321
HK1	45.09588925
HK2	152.4527886
HK2P1	0.407177002
HK3	1.285462017
HKDC1	1.549878919
HKR1	4.359911853
HLA-A	111.2650898
HLA-B	104.4446828
HLA-C	68.01965276
HLA-DMA	5.401598925
HLA-DMB	2.136254497
HLA-DOA	1.887462713
HLA-DOB	1.138097427
HLA-DPA1	13.82539858
HLA-DPA2	0
HLA-DPA3	0.374351178
HLA-DPB1	19.92399531
HLA-DPB2	0
HLA-DQA1	2.73502797
HLA-DQA2	12.99396519
HLA-DQB1	5.250102238
HLA-DQB1-AS1	0.207068647
HLA-DQB2	4.36804571
HLA-DQB3	0
HLA-DRA	143.1899104
HLA-DRB1	43.56444845
HLA-DRB5	21.90786281
HLA-DRB6	6.615890106
HLA-DRB9	0
HLA-E	104.7447178
HLA-F	2.698282824
HLA-F-AS1	0.041027241
HLA-G	1.474967705
HLA-H	7.899971156
HLA-J	0.279808795
HLA-K	4.519168379
HLA-L	0.306258478
HLA-N	0
HLA-P	0
HLA-S	0
HLA-T	0
HLA-U	0
HLA-V	0.050468868
HLA-W	0.111188612
HLA-Z	0
HLCS	5.277533843
HLCS-IT1	0
HLF	0.887302637
HLFP1	0
HLTF	0.616668579
HLTF-AS1	0
HLX	1.029928717
HLX-AS1	0.152267175
HM13	17.8253802
HM13-AS1	0.058436551
HM13-IT1	0.882950015
HMBOX1	2.360470203
HMBOX1-IT1	0
HMBS	10.92017731
HMCES	36.77949878
HMCN1	0.193794587
HMCN2	0.10244117
HMG20A	4.672578552
HMG20B	24.14505244
HMGA1	344.8950327
HMGA1P1	0.215257802
HMGA1P2	0.793763145
HMGA1P3	0.440979525
HMGA1P4	1.539995563
HMGA1P5	0.738111855
HMGA1P6	0.073083052
HMGA1P7	0.056923253
HMGA1P8	0.356080663
HMGA2	7.166594369
HMGB1	26.64034795
HMGB1P1	0.269579936
HMGB1P10	5.735396935
HMGB1P11	0.089718911
HMGB1P12	0
HMGB1P13	0
HMGB1P14	0.676914763
HMGB1P15	0
HMGB1P16	0.052917543
HMGB1P17	0.045502346
HMGB1P18	0
HMGB1P19	0.049524217
HMGB1P20	0
HMGB1P21	0.098366517
HMGB1P22	0
HMGB1P23	0
HMGB1P24	0.166718047
HMGB1P25	0
HMGB1P26	0.091004692
HMGB1P27	0
HMGB1P28	0
HMGB1P29	0
HMGB1P3	0.046388755
HMGB1P30	0
HMGB1P31	0.334607415
HMGB1P32	0
HMGB1P33	0
HMGB1P35	0
HMGB1P36	0
HMGB1P37	0.140765878
HMGB1P38	0
HMGB1P39	0
HMGB1P4	0
HMGB1P40	0
HMGB1P41	0
HMGB1P42	0
HMGB1P44	0
HMGB1P45	0
HMGB1P46	0
HMGB1P47	0
HMGB1P48	0
HMGB1P49	0.251102577
HMGB1P5	10.85405014
HMGB1P50	0
HMGB1P51	0
HMGB1P6	16.76486742
HMGB1P7	0
HMGB1P8	0.271000273
HMGB1P9	0
HMGB2	48.28482665
HMGB2P1	0.090143449
HMGB3	35.8075819
HMGB3P1	0
HMGB3P10	0
HMGB3P11	0
HMGB3P12	0
HMGB3P13	0
HMGB3P14	0.143115893
HMGB3P15	0
HMGB3P16	0
HMGB3P17	0
HMGB3P18	0
HMGB3P19	0
HMGB3P2	0.048930605
HMGB3P20	0
HMGB3P21	0.15672106
HMGB3P22	0.034636937
HMGB3P23	0
HMGB3P24	0.229706376
HMGB3P26	0
HMGB3P27	0.101873345
HMGB3P3	0
HMGB3P30	0
HMGB3P31	0
HMGB3P32	0.050936672
HMGB3P4	0.111188612
HMGB3P5	0
HMGB3P6	0.238925361
HMGB3P7	0
HMGB3P8	0.049524217
HMGB3P9	0
HMGB4	0
HMGCL	3.080777424
HMGCLL1	0
HMGCR	14.54291582
HMGCS1	29.28651754
HMGCS2	0
HMGN1	22.77860635
HMGN1P10	0
HMGN1P11	0
HMGN1P12	0
HMGN1P13	0
HMGN1P14	0
HMGN1P15	0
HMGN1P16	0.403893614
HMGN1P17	0
HMGN1P18	0
HMGN1P19	0
HMGN1P2	0
HMGN1P20	0
HMGN1P24	0
HMGN1P26	0.094308492
HMGN1P28	0
HMGN1P3	0
HMGN1P30	0.2132498
HMGN1P31	0
HMGN1P32	0
HMGN1P33	0
HMGN1P34	0
HMGN1P35	0.048106857
HMGN1P36	1.438362746
HMGN1P37	1.226010402
HMGN1P38	0.471542462
HMGN1P4	0
HMGN1P5	0
HMGN1P6	0
HMGN1P7	0
HMGN1P8	0.892983538
HMGN1P9	0.09589085
HMGN2	61.03465963
HMGN2P10	0.107831974
HMGN2P11	0
HMGN2P13	0.104290048
HMGN2P15	0.317505258
HMGN2P16	0
HMGN2P17	1.115328026
HMGN2P18	0
HMGN2P19	0.107831974
HMGN2P20	0
HMGN2P21	0.105835086
HMGN2P22	0
HMGN2P23	0.106228525
HMGN2P24	0.104672063
HMGN2P25	0.1066249
HMGN2P26	0
HMGN2P27	0
HMGN2P28	0.436266767
HMGN2P3	3.140161893
HMGN2P30	0.111622942
HMGN2P31	0.104672063
HMGN2P32	0
HMGN2P34	0.106228525
HMGN2P35	0
HMGN2P36	0
HMGN2P38	0.107831974
HMGN2P39	0
HMGN2P4	0.225003726
HMGN2P40	0
HMGN2P41	1.109727116
HMGN2P46	0.231118353
HMGN2P47	0
HMGN2P5	1.570080946
HMGN2P6	0.314016189
HMGN2P7	0.314016189
HMGN2P8	0
HMGN2P9	0
HMGN3	63.99891489
HMGN3-AS1	1.357965462
HMGN3P1	0
HMGN4	39.05015611
HMGN5	1.301035619
HMGXB3	9.198172445
HMGXB4	13.16013302
HMHB1	0
HMMR	6.439645516
HMMR-AS1	0
HMOX1	18.64237734
HMOX2	17.53101139
HMSD	0.254439145
HMX1	0.013328113
HMX2	0.035105004
HMX3	0
HNF1A	0.022733073
HNF1A-AS1	0.029619563
HNF1B	0.023964671
HNF4A	0.050811264
HNF4A-AS1	0
HNF4G	0.077295288
HNF4GP1	0
HNMT	0.666921263
HNRNPA0	29.57099739
HNRNPA1	120.1875539
HNRNPA1L2	0.79719022
HNRNPA1P1	0
HNRNPA1P10	1.87136675
HNRNPA1P11	0
HNRNPA1P12	0.237881151
HNRNPA1P13	0
HNRNPA1P14	0.183372021
HNRNPA1P15	0.059532236
HNRNPA1P16	0.927580806
HNRNPA1P17	0
HNRNPA1P18	0
HNRNPA1P19	0
HNRNPA1P2	0.208362826
HNRNPA1P20	0.029921961
HNRNPA1P21	0.237881151
HNRNPA1P22	0.060413263
HNRNPA1P23	0.025221071
HNRNPA1P24	0
HNRNPA1P25	0.060993539
HNRNPA1P26	0.078504047
HNRNPA1P27	0.149609807
HNRNPA1P28	0.029735144
HNRNPA1P29	0
HNRNPA1P3	0
HNRNPA1P30	0
HNRNPA1P31	0
HNRNPA1P32	0
HNRNPA1P33	0
HNRNPA1P34	0.030079446
HNRNPA1P35	0.356080663
HNRNPA1P36	0.089765884
HNRNPA1P37	0.029489652
HNRNPA1P38	0.209016001
HNRNPA1P39	0.059532236
HNRNPA1P4	0.37798245
HNRNPA1P40	0.022359525
HNRNPA1P41	0.061585072
HNRNPA1P42	0
HNRNPA1P43	0
HNRNPA1P44	0.227563496
HNRNPA1P45	0.02650786
HNRNPA1P46	0
HNRNPA1P47	0
HNRNPA1P48	2.614749184
HNRNPA1P49	0.347710404
HNRNPA1P5	0
HNRNPA1P50	0.061585072
HNRNPA1P51	0
HNRNPA1P52	0.030174734
HNRNPA1P53	0
HNRNPA1P54	0
HNRNPA1P55	0
HNRNPA1P56	0.029953326
HNRNPA1P57	0
HNRNPA1P58	0.047076562
HNRNPA1P59	0.186767799
HNRNPA1P6	0.029673389
HNRNPA1P60	0
HNRNPA1P61	0
HNRNPA1P62	0.030016253
HNRNPA1P63	0.059346777
HNRNPA1P64	0.030992921
HNRNPA1P65	0.029953326
HNRNPA1P66	0.030594725
HNRNPA1P67	0.061718085
HNRNPA1P68	0.116753721
HNRNPA1P69	0
HNRNPA1P7	0.089020166
HNRNPA1P70	0
HNRNPA1P71	0.030079446
HNRNPA1P72	0
HNRNPA1P73	0
HNRNPA1P74	0
HNRNPA1P76	0.134789968
HNRNPA1P8	0.180286897
HNRNPA1P9	0.030079446
HNRNPA2B1	100.3911964
HNRNPA3	69.1675179
HNRNPA3P1	0.100352847
HNRNPA3P10	0.125551288
HNRNPA3P11	0
HNRNPA3P12	0.188173389
HNRNPA3P13	0
HNRNPA3P14	0.024848238
HNRNPA3P15	0
HNRNPA3P16	0
HNRNPA3P2	0
HNRNPA3P3	0.301588108
HNRNPA3P4	0.035585894
HNRNPA3P5	0.411651475
HNRNPA3P6	2.016758051
HNRNPA3P7	0.05819852
HNRNPA3P8	0
HNRNPA3P9	0.525391745
HNRNPAB	82.36771065
HNRNPABP1	0.038931162
HNRNPC	60.68525043
HNRNPCL1	0.047586134
HNRNPCL2	0.024891527
HNRNPCL3	0
HNRNPCL4	0
HNRNPCP1	0.895315088
HNRNPCP10	0
HNRNPCP2	27.76459147
HNRNPCP3	0.065315367
HNRNPCP4	0.444507361
HNRNPCP6	0
HNRNPCP7	0.663077279
HNRNPCP8	0.064359174
HNRNPCP9	0
HNRNPD	32.11619581
HNRNPDL	23.05971808
HNRNPDLP1	0
HNRNPDLP2	0
HNRNPDLP3	0
HNRNPDLP4	0
HNRNPDP1	0
HNRNPDP2	0
HNRNPF	166.9289018
HNRNPFP1	0
HNRNPH1	18.86041519
HNRNPH1P1	0.14468594
HNRNPH1P2	0
HNRNPH1P3	0
HNRNPH2	51.35358324
HNRNPH3	18.09833154
HNRNPH3P1	0
HNRNPK	147.0122606
HNRNPKP1	0.932484623
HNRNPKP2	0.370042099
HNRNPKP3	0
HNRNPKP4	0.536047838
HNRNPKP5	0
HNRNPL	38.51677186
HNRNPLL	7.111302977
HNRNPLP1	0.076150495
HNRNPLP2	0.491425336
HNRNPM	63.93087704
HNRNPMP1	0.032325196
HNRNPMP2	0
HNRNPR	20.14709195
HNRNPRP1	0.033717373
HNRNPRP2	0
HNRNPU	76.86223247
HNRNPUL1	82.52516309
HNRNPUL2	11.39671717
HNRNPUL2-BSCL2	0.214262484
HNRNPUP1	0.514873391
HOGA1	0.833566119
HOMER1	2.4795747
HOMER2	0.500095105
HOMER2P1	0
HOMER2P2	0.033737277
HOMER3	15.44010812
HOMER3-AS1	0.507610287
HOMEZ	9.139607447
HOOK1	4.989502576
HOOK2	9.470728269
HOOK3	3.575213306
HOPX	0.740831951
HORMAD1	3.77837858
HORMAD2	0
HORMAD2-AS1	0
HOTAIR	3.437403197
HOTAIRM1	3.591035405
HOTTIP	0.017090594
HOXA1	2.070849576
HOXA10	4.686778452
HOXA10-AS	0.380084892
HOXA11	1.300574204
HOXA11-AS	0.646548246
HOXA13	0.427002746
HOXA2	0.325513934
HOXA3	3.192011756
HOXA4	0.081784411
HOXA5	2.410584736
HOXA6	1.178599285
HOXA7	0.509641372
HOXA9	0.254716995
HOXA-AS2	0.340892788
HOXA-AS3	0.153245373
HOXB1	0.011559657
HOXB13	0.956087365
HOXB2	0.648330514
HOXB3	2.521816173
HOXB4	0.129300784
HOXB5	0.672034647
HOXB6	0.954710511
HOXB7	2.30025079
HOXB8	0
HOXB9	0.055357368
HOXB-AS1	0.109976164
HOXB-AS2	0.371988409
HOXB-AS3	0.209125261
HOXB-AS4	0
HOXC10	9.917442231
HOXC11	2.047981848
HOXC12	0.017136716
HOXC13	2.53558677
HOXC13-AS	0.832098297
HOXC4	0.901831449
HOXC5	0.11081901
HOXC6	1.840454208
HOXC8	4.144880711
HOXC9	4.033583773
HOXC-AS1	0.579232565
HOXC-AS2	1.921365303
HOXC-AS3	0.450369311
HOXD1	0.188091722
HOXD10	1.295025161
HOXD11	2.491889608
HOXD12	0.700587382
HOXD13	7.666901522
HOXD3	0.088593632
HOXD4	0.058556298
HOXD8	0.804330551
HOXD9	1.253042141
HOXD-AS2	0.739882792
HP	0.084589745
HP1BP3	20.04353268
HPCA	0.143523221
HPCAL1	6.093535256
HPCAL4	0.051829758
HPD	0.678539463
HPDL	0.157875543
HPF1	7.840345718
HPGD	0.268751059
HPGDS	0.32487511
HPN	4.100326779
HPN-AS1	0.127115094
HPR	0
HPRT1	53.05114026
HPRT1P1	0
HPRT1P2	0
HPRT1P3	0
HPS1	4.943163356
HPS3	5.207167436
HPS4	7.927030274
HPS5	5.863457898
HPS6	8.176749228
HPSE	2.784307919
HPSE2	0.012927154
HPVC1	0
HPX	0.015739726
HPYR1	0
HR	7.62207807
HRAS	56.44195413
HRASLS	0.586664976
HRASLS2	3.889653364
HRASLS5	11.55960086
HRC	0.106426343
HRCT1	0.120317782
HRG	0.101631796
HRH1	0.556464318
HRH2	0.155967495
HRH3	0
HRH4	0.007790478
HRK	0.054207085
HRNR	0.109871403
HS1BP3	4.939749539
HS1BP3-IT1	0
HS2ST1	3.996488987
HS3ST1	0.42691743
HS3ST2	0.186481015
HS3ST3A1	0.521926452
HS3ST3B1	0.94239962
HS3ST4	0
HS3ST5	0.313327557
HS3ST6	1.571314317
HS6ST1	37.15482735
HS6ST1P1	3.056695677
HS6ST2	11.21535348
HS6ST2-AS1	0
HS6ST3	0
hsa-mir-1253	0
HSBP1	6.069100508
HSBP1L1	4.628225965
HSBP1P1	0
HSBP1P2	0
HSCB	11.10182544
HSD11B1	1.284290931
HSD11B1L	0.640105886
HSD11B2	3.195238031
HSD17B1	2.393915572
HSD17B10	66.58213403
HSD17B11	11.4419246
HSD17B12	16.28469701
HSD17B13	0
HSD17B14	1.316122498
HSD17B1P1	0.568517268
HSD17B2	0.188508357
HSD17B3	0.194580071
HSD17B3-AS1	0
HSD17B4	7.002396974
HSD17B6	0.276699125
HSD17B7	2.342024721
HSD17B7P1	0
HSD17B7P2	1.764620857
HSD17B8	28.4534601
HSD3B1	0
HSD3B2	0
HSD3B7	3.057976493
HSD3BP1	0
HSD3BP2	0
HSD3BP3	0
HSD3BP4	0
HSD3BP5	0.025243351
HSDL1	4.146518635
HSDL2	13.51442062
HSF1	20.60104778
HSF2	7.836575004
HSF2BP	0.464276557
HSF4	0.447870157
HSF5	0
HSFX1	0
HSFX2	0
HSFY1	0
HSFY1P1	0
HSFY2	0
HSFY3P	0
HSFY4P	0
HSFY5P	0
HSFY6P	0
HSFY7P	0
HSFY8P	0
HSH2D	0.311151415
HSP90AA1	335.418774
HSP90AA2P	0.598575487
HSP90AA4P	0.025651233
