	944c32ab-2edb-486a-92db-fecd68f690af
	tumor
MMP8	0.014640887
MMP9	8.52210579
MMRN1	0.155299692
MMRN2	1.665577978
MMS19	9.827832685
MMS22L	0.867293705
MN1	0.271534887
MNAT1	11.6038332
MND1	6.054882666
MNDA	2.041283854
MNS1	2.291626303
MNT	3.016200606
MNX1	0.784618463
MNX1-AS1	4.085820199
MNX1-AS2	2.557144502
MOAP1	11.07100389
MOB1A	38.68163816
MOB1AP1	0.470424026
MOB1AP2	0
MOB1B	2.107554155
MOB2	3.709977524
MOB3A	8.316436885
MOB3B	1.601612262
MOB3C	4.156326674
MOB4	7.639353286
MOBP	0.00817398
MOCOS	0.741286705
MOCS1	0.457240515
MOCS1P1	0
MOCS2	3.823310606
MOCS3	2.706043726
MOG	0.007874745
MOGAT1	0.168104769
MOGAT2	0.00608062
MOGAT3	0.136164213
MOGS	42.64654168
MOK	1.966046818
MON1A	1.582698661
MON1B	5.387378343
MON2	4.678668623
MORC1	0
MORC1-AS1	0
MORC2	11.55429212
MORC2-AS1	0.046693294
MORC3	8.29103992
MORC4	3.308584236
MORF4	0.103677386
MORF4L1	37.33486983
MORF4L1P1	9.13532323
MORF4L1P3	0.079476901
MORF4L1P4	0
MORF4L1P5	0
MORF4L1P6	0
MORF4L1P7	0
MORF4L2	97.54378962
MORF4L2-AS1	0.735967789
MORF4L2P1	0
MORN1	0.404032701
MORN2	11.55056528
MORN3	0.365505804
MORN4	1.222315929
MORN5	0.492915497
MOS	0
MOSMO	3.387483297
MOSPD1	3.989195737
MOSPD2	3.4262938
MOSPD3	9.492562673
MOV10	8.166254646
MOV10L1	0.179455265
MOXD1	0.703725191
MOXD2P	0
MPC1	7.521003001
MPC1L	0.085314188
MPC2	29.94086707
MPDU1	12.66428734
MPDZ	2.775076103
MPEG1	2.623286431
MPG	14.28845713
MPHOSPH10	20.52515492
MPHOSPH6	7.389416297
MPHOSPH8	11.39601003
MPHOSPH9	3.548975819
MPI	5.399008412
MPIG6B	0.445597426
MPL	0.094615359
MPLKIP	3.492229686
MPND	10.07198731
MPO	0.007137744
MPP1	1.128721249
MPP2	2.231090198
MPP3	7.318859294
MPP4	0.025556139
MPP5	5.241948422
MPP6	2.960272097
MPP7	1.17125437
MPPE1	2.335350097
MPPE1P1	0
MPPED1	0
MPPED2	0.119743776
MPRIP	6.596004809
MPRIP-AS1	0
MPRIPP1	0.138664933
MPST	4.076718266
MPTX1	0.041326249
MPV17	8.939561842
MPV17L	1.419844457
MPV17L2	9.218327849
MPZ	1.694203518
MPZL1	26.75201412
MPZL2	23.37793623
MPZL3	5.740109692
MR1	9.659997336
MRAP	0.037396264
MRAP2	6.920236757
MRAS	0.87780458
MRC1	1.074879983
MRC2	6.798210056
MRE11	5.050557747
MRE11P1	0.01183248
MREG	7.716662693
MREGP1	0
MRFAP1	65.36014712
MRFAP1L1	29.64707157
MRGBP	16.76940704
MRGPRD	0.052107009
MRGPRE	0
MRGPRF	0.559078226
MRGPRF-AS1	0.011777111
MRGPRG	0
MRGPRG-AS1	0.07505274
MRGPRX1	0
MRGPRX2	0
MRGPRX3	0
MRGPRX4	0
MRI1	14.75397296
MRLN	0.017115053
MRM1	8.416334202
MRM2	16.23550298
MRM3	3.77819974
MRNIP	2.70754054
MRO	0.218651384
MROH1	5.745425009
MROH2A	0.373342628
MROH2B	0
MROH3P	0.546498311
MROH4P	0
MROH5	0.021131558
MROH6	6.069248989
MROH7	0.063694626
MROH7-TTC4	0.003549744
MROH8	0.194695864
MROH9	0.03284741
MRPL1	6.515360648
MRPL10	24.12965493
MRPL11	26.69420114
MRPL12	32.41441189
MRPL13	9.764511809
MRPL14	73.56102407
MRPL15	50.94818591
MRPL15P1	0.057329579
MRPL16	24.84630145
MRPL17	20.12530201
MRPL18	31.13471477
MRPL19	12.2474348
MRPL2	18.57591271
MRPL20	17.34114906
MRPL20P1	0.058123985
MRPL21	21.81793326
MRPL22	3.048601341
MRPL22P1	0
MRPL23	6.826999022
MRPL23-AS1	0.147571716
MRPL24	80.6702269
MRPL27	14.14279247
MRPL28	32.21338098
MRPL2P1	0
MRPL3	113.6207438
MRPL30	16.95214694
MRPL30P1	0.483993949
MRPL32	35.63641697
MRPL32P1	0
MRPL33	29.25600333
MRPL34	19.09221209
MRPL35	16.60975213
MRPL35P1	0
MRPL35P2	0.098503661
MRPL35P3	0
MRPL35P4	0
MRPL36	8.016106386
MRPL37	21.34662054
MRPL37P1	0
MRPL38	2.77579713
MRPL39	24.72688354
MRPL3P1	0.243636838
MRPL4	20.83909083
MRPL40	21.00509109
MRPL40P1	0.041668353
MRPL41	23.13353013
MRPL42	6.285396443
MRPL42P2	0
MRPL42P3	0
MRPL42P4	0.056811931
MRPL42P6	0
MRPL43	10.43898956
MRPL44	17.32078118
MRPL45	31.55924417
MRPL45P1	0.027535761
MRPL45P2	2.819068666
MRPL46	2.981619442
MRPL47	74.36408056
MRPL48	9.163883614
MRPL48P1	0.039571832
MRPL49	21.56413042
MRPL49P1	0
MRPL49P2	0
MRPL50	14.24557461
MRPL50P1	0.065540847
MRPL50P2	0.156645345
MRPL50P4	0
MRPL51	90.35053006
MRPL51P2	0
MRPL52	16.95078467
MRPL53	4.70021505
MRPL53P1	0
MRPL54	34.95372454
MRPL55	30.21189802
MRPL57	17.20053296
MRPL57P1	0
MRPL57P3	0.142998212
MRPL57P6	0
MRPL57P7	0
MRPL58	28.55214847
MRPL9	41.90447392
MRPL9P1	0
MRPS10	31.14351966
MRPS10P1	0
MRPS10P2	0
MRPS11	4.577163045
MRPS11P1	0
MRPS12	11.0812943
MRPS14	20.76285531
MRPS15	15.0781709
MRPS15P1	0
MRPS16	19.24057836
MRPS16P1	0.061086615
MRPS16P2	0
MRPS16P3	0
MRPS17	8.393114156
MRPS17P1	0.016081588
MRPS17P3	0
MRPS17P5	0
MRPS17P9	0.064039912
MRPS18A	21.14948015
MRPS18AP1	0.299106617
MRPS18B	57.00054165
MRPS18BP1	0.131081695
MRPS18BP2	0
MRPS18C	2.896404399
MRPS18CP4	0
MRPS18CP6	0.112859576
MRPS2	25.51496674
MRPS21	73.87735552
MRPS21P1	0
MRPS21P2	0.190664283
MRPS21P3	0
MRPS21P5	0
MRPS21P6	0.096427913
MRPS21P7	0
MRPS21P8	0
MRPS21P9	0.195857474
MRPS22	17.091767
MRPS23	12.00978747
MRPS24	6.694045668
MRPS25	8.280135758
MRPS26	24.43074338
MRPS27	8.109630456
MRPS28	12.42455354
MRPS30	3.534513698
MRPS30-DT	0.421168864
MRPS31	11.82549435
MRPS31P1	0
MRPS31P2	0.048586265
MRPS31P4	2.416097795
MRPS31P5	0.233936657
MRPS33	18.91163587
MRPS33P2	0
MRPS33P3	0.078160514
MRPS33P4	0
MRPS34	74.17240364
MRPS35	46.7236362
MRPS35P2	0
MRPS35P3	0
MRPS36	10.92244646
MRPS36P1	0
MRPS36P2	0
MRPS36P3	0
MRPS36P4	0.08445532
MRPS36P5	0
MRPS5	14.93804573
MRPS5P3	0
MRPS5P4	0
MRPS6	10.20406504
MRPS6P2	0
MRPS6P4	0
MRPS7	24.76639556
MRPS9	31.0029085
MRRF	7.059534606
MRRFP1	0.030050968
MRS2	10.76723886
MRTO4	16.97168861
MRVI1	0.813864111
MRVI1-AS1	0.053815436
MS4A1	0.366770456
MS4A10	0
MS4A12	0
MS4A13	0
MS4A14	0.47118732
MS4A15	0.149056906
MS4A18	0
MS4A2	0.011303699
MS4A3	0
MS4A4A	2.237796586
MS4A4E	0.113076892
MS4A5	0
MS4A6A	3.376841915
MS4A6E	0
MS4A7	2.373217801
MS4A8	0.019487174
MSANTD1	0.026657154
MSANTD2	3.6343442
MSANTD2P1	0
MSANTD3	11.62835263
MSANTD3-TMEFF1	0.036492536
MSANTD4	6.266038805
MSC	19.2837116
MSC-AS1	3.572497668
MSGN1	0
MSH2	16.71948167
MSH3	5.205632947
MSH4	0.038529831
MSH5	1.889393127
MSH5-SAPCD1	0.753814731
MSH6	13.65643984
MSI1	5.017247309
MSI2	7.148752196
MSL1	22.43554378
MSL2	22.30760885
MSL3	4.629831283
MSL3P1	0.961189037
MSLN	1.800413525
MSLNL	0.138870929
MSMB	0.971922809
MSMO1	27.83935874
MSMP	0
MSN	52.25318966
MSNP1	0.130778966
MSR1	0.989052664
MSRA	0.689359955
MSRB1	13.88481483
MSRB1P1	0
MSRB2	6.25512648
MSRB3	3.381187915
MSS51	0.592058632
MST1	1.831637212
MST1L	0.150617422
MST1P2	1.636833313
MST1R	1.29863723
MSTN	0.053510316
MSTO1	4.629227299
MSTO2P	4.653591911
MSX1	2.172493595
MSX2	0.42130927
MSX2P1	0
MT1A	0
MT1B	0
MT1CP	0
MT1DP	1.581215835
MT1E	1.531113939
MT1F	2.757919995
MT1G	4.161057314
MT1H	0.139240306
MT1HL1	0
MT1JP	0
MT1L	7.28699406
MT1M	1.549602708
MT1P1	0.412585006
MT1P3	0
MT1X	82.13210803
MT1XP1	2.435582455
MT2A	33.18879525
MT2P1	0.825170012
MT3	0.232907268
MT4	0
MTA1	13.75081977
MTA2	32.1131585
MTA3	7.288637804
MTAP	5.397871904
MTAPP1	0.061459549
MTAPP2	0.060499244
MT-ATP6	8552.245578
MTATP6P1	949.4980506
MTATP6P11	0
MTATP6P13	0
MTATP6P14	0
MTATP6P15	0
MTATP6P16	0.095694621
MTATP6P17	0.037451913
MTATP6P18	0.074792527
MTATP6P19	0
MTATP6P2	0.668168638
MTATP6P20	0.044782358
MTATP6P21	0
MTATP6P22	0
MTATP6P23	0
MTATP6P24	0
MTATP6P25	0.28928374
MTATP6P26	0.152070606
MTATP6P27	0.121583021
MTATP6P29	0
MTATP6P3	0
MTATP6P30	0
MTATP6P31	0
MTATP6P4	0
MTATP6P7	0
MTATP6P9	0
MT-ATP8	3781.475122
MTATP8P1	4.984903865
MTATP8P2	5.606662582
MTBP	2.412180269
MTCH1	79.88284524
MTCH2	18.9126859
MTCL1	0.570321808
MTCL1P1	0
MT-CO1	8667.672497
MTCO1P1	0.023281855
MTCO1P11	0.032941997
MTCO1P12	64.50952406
MTCO1P14	0
MTCO1P15	0.082462927
MTCO1P17	0.051258015
MTCO1P18	0.035472425
MTCO1P19	0.050335371
MTCO1P2	1.253014207
MTCO1P20	0.070300797
MTCO1P21	0.042729517
MTCO1P22	0.388618671
MTCO1P23	0
MTCO1P24	0.032307683
MTCO1P25	0.01398982
MTCO1P27	0
MTCO1P28	0.09882599
MTCO1P29	0
MTCO1P3	0.524326778
MTCO1P30	0
MTCO1P31	0
MTCO1P35	0
MTCO1P39	0
MTCO1P4	0
MTCO1P40	4.550317514
MTCO1P42	0.1039987
MTCO1P43	0
MTCO1P44	0
MTCO1P45	0
MTCO1P46	0
MTCO1P47	0.019801483
MTCO1P48	0
MTCO1P49	0
MTCO1P5	0
MTCO1P51	0
MTCO1P52	0
MTCO1P53	0.972142353
MTCO1P54	0
MTCO1P55	0
MTCO1P56	0
MTCO1P57	0
MTCO1P6	0
MTCO1P7	0.032642912
MTCO1P8	0.016525072
MTCO1P9	0
MT-CO2	18940.92772
MTCO2P1	0
MTCO2P11	0
MTCO2P12	24.42963008
MTCO2P15	0
MTCO2P16	0.074350621
MTCO2P17	0
MTCO2P18	0
MTCO2P19	0
MTCO2P2	3.243835003
MTCO2P20	0.037396264
MTCO2P21	0.037175311
MTCO2P22	1.478278142
MTCO2P23	0
MTCO2P24	0
MTCO2P25	0
MTCO2P27	0.17640901
MTCO2P29	0
MTCO2P3	0
MTCO2P30	0
MTCO2P31	0
MTCO2P32	0
MTCO2P33	0
MTCO2P34	0
MTCO2P4	0
MTCO2P5	0
MTCO2P6	0
MTCO2P7	0
MTCO2P8	0
MTCO2P9	0
MT-CO3	10444.87834
MTCO3P1	0
MTCO3P10	0
MTCO3P11	0
MTCO3P12	11.68664001
MTCO3P13	0.032224949
MTCO3P15	0
MTCO3P16	0
MTCO3P17	0
MTCO3P18	0
MTCO3P19	0
MTCO3P2	0
MTCO3P20	0
MTCO3P21	0
MTCO3P22	0.449422953
MTCO3P23	0
MTCO3P24	0.032183741
MTCO3P27	0
MTCO3P28	0
MTCO3P29	0.1938461
MTCO3P30	0
MTCO3P31	0
MTCO3P35	0
MTCO3P38	0.065711972
MTCO3P39	0
MTCO3P4	0
MTCO3P40	0
MTCO3P41	0
MTCO3P42	0
MTCO3P43	0.130571649
MTCO3P44	0
MTCO3P45	0
MTCO3P46	0
MTCO3P5	0.035248859
MTCO3P7	0
MTCO3P8	0.033334683
MTCO3P9	0
MTCP1	1.035326187
MT-CYB	5087.092849
MTCYBP1	0
MTCYBP10	0
MTCYBP11	0
MTCYBP12	0
MTCYBP13	0.023026245
MTCYBP14	0
MTCYBP15	0
MTCYBP16	0.022292015
MTCYBP17	0
MTCYBP18	0.60645025
MTCYBP19	0.044782358
MTCYBP2	0
MTCYBP20	0
MTCYBP21	0.158287329
MTCYBP22	0
MTCYBP23	0
MTCYBP24	0.022755593
MTCYBP27	0.075127419
MTCYBP28	0.022232938
MTCYBP29	0
MTCYBP3	0
MTCYBP31	0
MTCYBP32	0
MTCYBP33	0
MTCYBP34	0
MTCYBP35	0.110675837
MTCYBP36	0
MTCYBP37	0
MTCYBP38	0.022411118
MTCYBP39	0
MTCYBP4	0
MTCYBP40	0
MTCYBP41	0
MTCYBP42	0
MTCYBP43	0
MTCYBP44	0
MTCYBP45	0
MTCYBP5	0
MTCYBP6	0
MTCYBP7	0
MTCYBP8	0
MTCYBP9	0
MTDH	24.65968483
MTDHP1	0.706236069
MTDHP2	0
MTDHP3	0
MTDHP4	0
MTDHP5	0
MTERF1	8.49731054
MTERF2	6.017755988
MTERF3	22.56846855
MTERF4	3.132665204
MTF1	1.859974754
MTF2	5.400681172
MTFMT	3.395290887
MTFP1	2.596901497
MTFR1	5.235791965
MTFR1L	4.296288735
MTFR2	3.502930902
MTG1	2.728803981
MTG2	7.662881358
MTHFD1	9.450295422
MTHFD1L	5.217996508
MTHFD1P1	0.145688483
MTHFD2	32.82651693
MTHFD2L	1.109849044
MTHFD2P1	0.027871191
MTHFD2P2	0
MTHFD2P3	0
MTHFD2P4	0
MTHFD2P5	0.029819532
MTHFD2P6	0
MTHFD2P7	0.025602935
MTHFR	1.130993497
MTHFS	2.265554041
MTHFSD	2.834710883
MTIF2	25.19006327
MTIF3	27.66404343
MTM1	3.026890446
MTMR1	12.06042807
MTMR10	1.310192535
MTMR11	3.733215799
MTMR12	3.236169462
MTMR14	4.444061386
MTMR2	9.912423882
MTMR3	1.05468943
MTMR4	8.787646663
MTMR6	4.733911402
MTMR7	0.172441976
MTMR8	0.271398476
MTMR9	1.297833843
MTMR9LP	2.014434796
MT-ND1	2525.061236
MTND1P1	0
MTND1P10	0.030249622
MTND1P11	0
MTND1P12	0
MTND1P14	0
MTND1P15	0
MTND1P16	0.028026376
MTND1P17	0
MTND1P18	0
MTND1P19	0
MTND1P2	0
MTND1P20	0
MTND1P21	0
MTND1P22	0
MTND1P23	3.788683819
MTND1P24	0
MTND1P26	0
MTND1P27	0
MTND1P28	0
MTND1P29	0
MTND1P3	0
MTND1P30	0
MTND1P31	0
MTND1P32	0
MTND1P33	0
MTND1P34	0
MTND1P35	0
MTND1P36	0
MTND1P4	0.060645025
MTND1P5	0
MTND1P6	0
MTND1P8	0.105969202
MTND1P9	0.026660684
MT-ND2	8395.113797
MTND2P11	0
MTND2P12	0
MTND2P13	0.048445978
MTND2P14	0
MTND2P15	0
MTND2P16	0.062997961
MTND2P17	0
MTND2P18	0
MTND2P19	0.024869254
MTND2P2	0
MTND2P20	0
MTND2P21	0
MTND2P22	0
MTND2P23	0
MTND2P24	0.062450832
MTND2P25	0
MTND2P26	0
MTND2P28	325.8781329
MTND2P29	0.061086615
MTND2P3	0
MTND2P30	0
MTND2P31	0
MTND2P32	0
MTND2P33	0
MTND2P38	0.021292458
MTND2P39	0
MTND2P4	0
MTND2P40	0.179555425
MTND2P5	0.05003516
MTND2P6	0
MTND2P7	0
MTND2P8	0
MTND2P9	0.054065919
MT-ND3	7898.870778
MTND3P1	0
MTND3P10	0
MTND3P12	0
MTND3P13	0
MTND3P16	0
MTND3P17	0
MTND3P19	2.334394005
MTND3P2	0
MTND3P20	0
MTND3P21	0.076035303
MTND3P22	0
MTND3P23	0
MTND3P24	0
MTND3P25	0.559281897
MTND3P3	0
MTND3P4	0
MTND3P5	0.075578635
MTND3P6	0
MTND3P7	0
MTND3P8	0
MTND3P9	0
MT-ND4	10386.60147
MT-ND4L	3186.889937
MTND4LP1	0.160303728
MTND4LP10	0
MTND4LP11	0
MTND4LP12	0
MTND4LP13	0.08445532
MTND4LP14	0
MTND4LP16	0
MTND4LP17	0
MTND4LP18	0
MTND4LP19	0
MTND4LP2	0
MTND4LP20	0
MTND4LP21	0
MTND4LP22	0
MTND4LP24	0
MTND4LP25	0
MTND4LP26	0
MTND4LP3	0
MTND4LP30	1.271095221
MTND4LP31	0
MTND4LP5	0.51714422
MTND4LP7	0
MTND4LP9	0
MTND4P1	0
MTND4P10	0
MTND4P11	0.047575965
MTND4P12	162.0089783
MTND4P13	0.024601843
MTND4P14	0.018587655
MTND4P15	0.024363684
MTND4P16	0
MTND4P17	0
MTND4P18	0
MTND4P19	0
MTND4P2	0
MTND4P20	0
MTND4P21	0
MTND4P22	0
MTND4P23	0.036929839
MTND4P24	2.789365633
MTND4P25	0
MTND4P26	0.055557804
MTND4P27	0
MTND4P28	0
MTND4P29	0
MTND4P3	0
MTND4P30	0
MTND4P31	0
MTND4P32	0
MTND4P33	0
MTND4P34	0
MTND4P35	0.805365932
MTND4P4	0
MTND4P5	0
MTND4P6	0
MTND4P7	0
MTND4P8	0
MTND4P9	0.037396264
MT-ND5	1591.897768
MTND5P1	0.219645254
MTND5P10	0.08347491
MTND5P11	0.833367065
MTND5P12	0.069476012
MTND5P13	0.02332501
MTND5P14	0
MTND5P15	0.072113712
MTND5P16	0
MTND5P17	0
MTND5P18	0
MTND5P19	0.01402881
MTND5P2	0
MTND5P20	0
MTND5P21	0
MTND5P22	0
MTND5P23	0
MTND5P24	0
MTND5P25	0
MTND5P26	0.014365117
MTND5P27	0
MTND5P28	0.015789012
MTND5P29	0
MTND5P3	0
MTND5P30	0
MTND5P31	0
MTND5P32	0
MTND5P33	0
MTND5P34	0
MTND5P35	0
MTND5P4	0
MTND5P40	0
MTND5P41	0
MTND5P5	0
MTND5P6	0
MTND5P7	0
MTND5P8	0
MTND5P9	0.014340561
MT-ND6	2279.856725
MTND6P1	0
MTND6P10	0
MTND6P11	0
MTND6P12	0.048213957
MTND6P13	0
MTND6P14	0
MTND6P15	0
MTND6P16	0
MTND6P17	0
MTND6P18	0
MTND6P19	0.048029934
MTND6P2	0
MTND6P20	0
MTND6P21	0.156645345
MTND6P22	0.241532489
MTND6P24	0
MTND6P25	0
MTND6P3	0.371478751
MTND6P32	0
MTND6P33	0
MTND6P4	1.735702439
MTND6P5	0
MTND6P6	0
MTND6P7	0
MTND6P8	0
MTND6P9	0
MTNR1A	0.078099877
MTNR1B	0
MTO1	1.230132911
MTOR	4.338253547
MTOR-AS1	0
MTPAP	2.867470714
MTPN	113.8379411
MTR	8.054367394
MTREX	7.17382336
MTRF1	3.708646164
MTRF1L	1.47837328
MTRF1LP1	0.037065811
MTRF1LP2	0
MT-RNR1	1791.311325
MT-RNR2	3800.385064
MTRNR2L1	0.259293603
MTRNR2L10	0.213843078
MTRNR2L11	0
MTRNR2L12	2.639128113
MTRNR2L13	0.017417083
MTRNR2L2	0.86785122
MTRNR2L3	0.114472903
MTRNR2L4	0.128552309
MTRNR2L5	0
MTRNR2L6	0.173930099
MTRNR2L7	0.016395886
MTRNR2L8	0.714661825
MTRNR2L9	0.191026075
MTRR	3.416112418
MTSS1	7.152612536
MTSS1L	3.791011619
MT-TA	0.364749063
MT-TC	6.863914191
MT-TD	0
MT-TE	0
MT-TF	2.481321092
MT-TG	0.37011302
MT-TH	0.364749063
MT-TI	0
MT-TK	0
MT-TL1	10.40264328
MT-TL2	1.063423325
MT-TM	6.291921342
MT-TN	0
MTTP	0.26109492
MT-TP	1330.556307
MT-TQ	0
MT-TR	0.387195159
MT-TS1	0
MT-TS2	0.426570938
MT-TT	2.287971397
MT-TV	0.364749063
MT-TW	0
MT-TY	17.15978548
MTURN	2.331054753
MTUS1	7.950557725
MTUS2	0.011920751
MTUS2-AS1	0.049021592
MTUS2-AS2	0.02376552
MTX1	9.804494879
MTX1P1	3.633997529
MTX2	28.509696
MTX3	8.307625298
MUC1	12.33574063
MUC12	0.074930062
MUC13	2.503102174
MUC15	0.397463446
MUC16	1.873651776
MUC17	0
MUC19	0.017922055
MUC2	0.007947481
MUC20	46.88214396
MUC20-OT1	6.942957694
MUC20P1	42.77008436
MUC21	0.013270596
MUC22	0
MUC3A	0.64833232
MUC4	8.215346206
MUC5AC	0.008654637
MUC5B	0.031124678
MUC6	0.047779184
MUC7	0
MUCL1	0.040268297
MUL1	10.38502522
MUM1	3.178353967
MUM1L1	0.144875002
MUPP	0.08893175
MUS81	8.631284353
MUSK	0.096289566
MUSTN1	0.05580418
MUT	14.01039193
MUTYH	2.729879405
MVB12A	9.624947525
MVB12B	1.053441929
MVD	7.395041746
MVK	4.175821734
MVP	14.71700996
MX1	10.85458668
MX2	1.037802922
MXD1	4.398697962
MXD3	1.899540087
MXD4	4.525048559
MXI1	7.336705328
MXRA5	2.878362873
MXRA5Y	0
MXRA7	2.699741986
MXRA8	4.537409869
MYADM	20.23002519
MYADML	0
MYADML2	0.061434545
MYB	2.739900937
MYB-AS1	0.056052751
MYBBP1A	9.802535522
MYBL1	0.591035573
MYBL2	46.78271223
MYBPC1	0.149949649
MYBPC2	0.699102371
MYBPC3	0.058803003
MYBPH	0.013943316
MYBPHL	0.028136037
MYC	58.31086849
MYCBP	8.49688884
MYCBP2	3.977583388
MYCBP2-AS1	0.037208287
MYCBP2-AS2	0.235212013
MYCBPAP	0.513783907
MYCL	2.684287991
MYCLP1	0
MYCLP2	0
MYCN	0.087051948
MYCNOS	0
MYCNUT	0
MYCT1	0.872147513
MYD88	6.429148004
MYDGF	49.5854397
MYEF2	2.309766248
MYEOV	89.46576665
MYF5	0
MYF6	0
MYH1	0.004177903
MYH10	4.083359894
MYH11	0.364862052
MYH13	0.003964039
MYH14	15.08028396
MYH15	0.258415277
MYH16	0.321238972
MYH2	0
MYH3	1.969284777
MYH4	0
MYH6	0.019380629
MYH7	0.020673308
MYH7B	1.056719106
MYH8	0
MYH9	50.79888989
MYHAS	0.011067584
MYL1	0
MYL10	0.024943197
MYL12A	47.14772245
MYL12AP1	0.048869292
MYL12B	167.0414007
MYL12BP1	0.645325266
MYL12BP2	3.342583213
MYL2	0
MYL3	0.055516953
MYL4	0.138453037
MYL5	2.847076138
MYL6	130.8512138
MYL6B	11.86950979
MYL6BP1	0.040923066
MYL6P1	0.277789022
MYL6P2	0.057990058
MYL6P3	0.407809717
MYL6P4	0
MYL6P5	0.164494676
MYL7	0
MYL8P	0.048586265
MYL9	19.12779774
MYLIP	10.47201416
MYLK	0.789080224
MYLK2	0.126853253
MYLK3	0.021144873
MYLK4	0.307768801
MYLK-AS1	1.951779681
MYLK-AS2	0.03043251
MYLKP1	0
MYLPF	0.089964916
MYMK	0
MYMX	0.089564717
MYNN	10.8664666
MYO10	2.299933147
MYO15A	0.18030502
MYO15B	3.166705389
MYO16	0.155777833
MYO16-AS1	3.384619756
MYO16-AS2	0
MYO18A	4.681489093
MYO18B	0.010372011
MYO19	12.27490092
MYO1A	0.13610285
MYO1B	7.914599072
MYO1C	14.63998577
MYO1D	9.076718965
MYO1E	2.346514922
MYO1F	1.633691857
MYO1G	0.517721946
MYO1H	0.194324783
MYO3A	0.497943946
MYO3B	0.024446513
MYO5A	1.416505852
MYO5B	1.744556375
MYO5BP1	0
MYO5BP2	0
MYO5BP3	0
MYO5C	3.179471651
MYO6	5.148130974
MYO7A	0.575544899
MYO7B	0.054339321
MYO9A	1.483741487
MYO9B	7.971790972
MYOC	0.012013215
MYOCD	0.014178978
MYOD1	0
MYOF	14.82496373
MYOG	0.016470998
MYOM1	0.245015495
MYOM2	0.060584912
MYOM3	0.054393096
MYORG	6.93507804
MYOSLID	0.522584829
MYOT	0.347980441
MYOZ1	0.097992286
MYOZ2	0.019382122
MYOZ3	0.029182342
MYPN	0
MYPOP	3.808443394
MYRF	2.76656017
MYRFL	0.05713436
MYRIP	0.060004699
MYSM1	3.688707522
MYT1	0.016068754
MYT1L	0.001923988
MYT1L-AS1	0
MYZAP	0.05896373
MZB1	2.314142649
MZF1	2.275661283
MZF1-AS1	1.305870467
MZT1	28.63795777
MZT1P1	0
MZT1P2	0.202965205
MZT2A	8.14122048
MZT2B	26.05514094
N4BP1	5.0084946
N4BP2	0.964739947
N4BP2L1	1.807574494
N4BP2L2	6.829108966
N4BP2L2-IT2	1.291838247
N4BP3	0.658168088
N6AMT1	3.719540756
NAA10	9.017270653
NAA11	0
NAA15	5.677759333
NAA16	4.851653682
NAA20	51.05565802
NAA25	6.803823315
NAA30	5.011832288
NAA35	13.00894915
NAA38	15.21977885
NAA40	10.68006645
NAA50	45.37300393
NAA60	5.262050195
NAAA	2.618929359
NAALAD2	0.190821987
NAALADL1	2.190659063
NAALADL2	1.4102343
NAALADL2-AS1	0
NAALADL2-AS2	1.915459676
NAALADL2-AS3	0
NAB1	23.2467632
NAB2	11.22930281
NABP1	4.005027144
NABP2	23.35216253
NACA	92.70902165
NACA2	0.809771086
NACA3P	10.33117949
NACAD	0.742183115
NACAP1	0.7283253
NACAP2	0.120998487
NACAP3	0.418589362
NACAP5	0
NACAP6	0
NACAP7	0
NACC1	23.89073754
NACC2	3.646732003
NADK	11.41356791
NADK2	3.61157573
NADK2-AS1	0.034955119
NADSYN1	6.837043224
NAE1	10.3286925
NAF1	1.758806631
NAGA	12.52951417
NAGK	7.3714662
NAGLU	16.48801758
NAGPA	2.386432602
NAGPA-AS1	0
NAGS	0.918593761
NAIF1	3.461338667
NAIP	0.047620975
NALCN	0.011246871
NALCN-AS1	0.008843178
NALT1	3.677998137
NAMA	0.004961105
NAMPT	183.9641265
NAMPTP1	32.7360108
NAMPTP2	0
NAMPTP3	0.561778691
NANOG	0.009333464
NANOGNB	0
NANOGNBP1	0
NANOGNBP2	0.045511185
NANOGNBP3	0.579079486
NANOGP1	0.038094377
NANOGP10	0
NANOGP11	0
NANOGP2	0
NANOGP3	0
NANOGP4	0.02756592
NANOGP5	0
NANOGP6	0
NANOGP7	0.082247338
NANOGP8	0.054831559
NANOGP9	0
NANOS1	0.238081166
NANOS2	0.030377411
NANOS3	0.433047218
NANP	4.291966526
NANS	12.50202981
NAP1L1	28.94102546
NAP1L1P1	0.804987114
NAP1L1P2	0
NAP1L1P3	0.400394994
NAP1L2	2.279896204
NAP1L3	1.459134468
NAP1L4	24.25777674
NAP1L4P1	0.087010148
NAP1L4P2	0.671884815
NAP1L4P3	0.241364027
NAP1L5	0.618077581
NAP1L6	0
NAPA	6.452479019
NAPA-AS1	0.65111752
NAPB	4.563265841
NAPEPLD	4.690023632
NAPG	4.775822859
NAPGP1	0
NAPGP2	0
NAPRT	18.24432405
NAPSA	1.433735776
NAPSB	2.497054945
NARF	6.815062754
NARF-AS1	0.090099112
NARF-IT1	0.654556186
NARFL	6.402987229
NARS	40.27814454
NARS2	7.415407455
NARSP2	0
NASP	13.94163688
NAT1	1.374371707
NAT10	16.86167703
NAT14	5.468706483
NAT16	0.078019174
NAT2	0.019037583
NAT6	2.312022285
NAT8	0
NAT8B	0.032898935
NAT8L	0.61300954
NAT9	11.50540519
NATD1	0.699244148
NATP	0
NAV1	2.885210089
NAV2	1.792126203
NAV2-AS1	0
